"ZCTA","Post Office Name","State","HCP: Health Center Count ( Combined ) 2019","HCP: Dominant Health Center 2019","Pop: Total (#) 2015-2019","Pop: Low-Income (#) 2015-2019","HCP: Total Patients (#) 2019","HCP: Penetration of Low-Income (%)","HCP: Penetration of Total Population (%)","HCP: Penetration of Uninsured Population (%)","HCP: Penetration of Medicaid/ Public Ins. (%)","HCP: Penetration of Medicare/ Private Ins. (%)","HCP: 1-yr Change in Patients (%) 2018, 2019","HCP: 2-yr Change in Patients (%) 2017, 2019","HCP: 2-yr Change in Patients (#) 2017, 2019","HCP: 1-yr Change in Uninsured (%) 2018, 2019","HCP: 2-yr Change in Uninsured (%) 2017, 2019","HCP: 1-yr Change in Medicaid/ Public Ins. (%) 2018, 2019","HCP: 2-yr Change in Medicaid/ Public Ins. (%) 2017, 2019","HCP: 1-yr Change in Medicare/ Private Ins. (%) 2018, 2019","HCP: 2-yr Change in Medicare/ Private Ins. (%) 2017, 2019","HCP: Low-Income Not Served by Health Centers (#)","HCP: Uninsured Not Served by Health Centers (#)","HCP: Medicaid/ Public Ins. Not Served by Health Centers (#)","HCP: Medicare/ Private Ins. Not Served by Health Centers (#)","HCP: Total Population Not Served by Health Centers (#)","HCP: Uninsured (%) 2019","HCP: Uninsured (#) 2019","HCP: Medicaid/ Public Ins (%) 2019","HCP: Medicaid/ Public Ins (#) 2019","HCP: Medicare/ Private Ins. (%) 2019","HCP: Medicare/ Private Ins. (#) 2019","Pop: Poverty (%) 2015-2019","Pop: Low-Income (%) 2015-2019","Pop: Racial/ Ethnic Minority (%) 2015-2019","Pop: Hispanic/Latino (%) 2015-2019","Pop: Black (%) 2015-2019","Pop: Asian (%) 2015-2019","Pop: American Indian/Alaska Native (%) 2015-2019","Pop: Native Hawaiian (%) 2015-2019","Pop: Other Pacific Islander (%) 2015-2019","Pop: White (%) 2015-2019","Pop: More than One Race (%) 2015-2019","Pop: Uninsured, Est. (%) 2019","Pop: Uninsured, Est. (#) 2019","Pop: 1-yr Change in Uninsured, Est. (%) 2018, 2019","Pop: 2-yr Change in Uninsured, Est. (%) 2017, 2019","Pop: Medicaid/ Public Ins., Est. (%) 2019","Pop: Medicaid/ Public Ins., Est. (#) 2019","Pop: 1-yr Change in Medicaid/ Public Ins., Est. (%) 2018, 2019","Pop: 2-yr Change in Medicaid/ Public Ins., Est. (%) 2017, 2019","Pop: Medicare/ Private Ins., Est. (%) 2019","Pop: Medicare/ Private Ins., Est. (#) 2019","Pop: 1-yr Change in Medicare/ Private Ins., Est. (%) 2018, 2019","Pop: 2-yr Change in Medicare/ Private Ins., Est. (%) 2017, 2019","Pop: 1-yr Change in Total Population (%) 2018, 2019","Pop: 2-yr Change in Total Population (%) 2017, 2019","Pop: Under 18 (%) 2015-2019","Pop: School-Aged Children (%) 2015-2019","Pop: 18-64 (%) 2015-2019","Pop: 65 and older (%) 2015-2019","Pop: Not Employed (%) 2015-2019","Pop: Households with Limited English Proficiency (%) 2015-2019","Pop: Less Than High School Education (%) 2015-2019","Pop: Veterans (%) 2015-2019","Pop: Disability (%) 2015-2019","Pop: Low Birth Weight Rate, Est. 2017","Pop: Age-Adjusted Mortality Rate (per 100,000), Est. 2013-2016","Pop: Adults Ever Told Have Diabetes, Est. (%) 2017","Pop: Adults Ever Told Have High Blood Pressure, Est. (%) 2017","Pop: Adults Who Are Obese, Est. (%) 2017","Pop: Adults with No Dental Visit in Past Year, Est. (%) 2017","Pop: Adults Who Have Delayed/ Not Sought Care Due to Cost, Est. (%) 2017","Pop: Adults with No Usual Source of Care, Est. (%) 2017","Pop: Adults Who Are Binge Drinkers, Est. (%) 2017","Pop: Adults Who Smoke, Est. (%) 2017","Pop: Uninsured Population below 138% FPL (%) 2015-2019","Pop: Uninsured Population below 200% FPL (%) 2015-2019","Pop: Uninsured Population at 138%-400% FPL (%) 2015-2019","HCP: Dominant Health Center Serving ZCTA (Share of Patients) 2019","HCP: #2 Health Center Serving ZCTA 2019","HCP: #2 Health Center (Share of Patients) 2019","HCP: #3 Health Center Serving ZCTA 2019","HCP: #3 Health Center (Share of Patients) 2019","HCP: #4 Health Center Serving ZCTA 2019","HCP: #4 Health Center Serving ZCTA (Share of Patients) 2019","HCP: #5 Health Center Serving ZCTA 2019","HCP: #5 Health Center (Share of Patients) 2019"
"37128","Murfreesboro","TN","6","RUTHERFORD COUNTY PRIMARY CARE INC.","54317","9869","1581","0.1601986017","0.0291069094","0.1290322581","0.0600595632","0.0151417664","0.1204819277","0.1745913819","235","0.0578512397","0.1428571429","0.0771513353","-0.029411765","0.1966101695","0.3473282443","8288","3456","5681","45920","52736","0.3238456673","512","0.229601518","363","0.4465528147","706","0.05762762","0.18240121","0.28223208","0.03803597","0.14612368","0.05248817","0.000423","0","0","0.74203288","0.051","0.070058971","3968","0.0922102945","0.0368434805","0.1067128077","6044","0.0125649187","0.1779380238","0.8232282213","46626","0.1004224588","0.0970823529","0.0646008506","0.1293454757","0.259","0.191","0.654","0.0866763628","0.287932","0.0194471313","0.042213","0.087","0.104","0.0798409953713417","0.007691173095703125","0.13300000190734862","0.37400001525878906","0.33299999237060546","0.18100000381469727","0.15100000381469728","0.23","0.11899999618530273","0.19100000381469726","0.301","0.383","0.505","0.8134092347","MATTHEW WALKER HEALTH CENTER","0.0683111954","MERCY HEALTH SERVICES, INC.","0.0449082859","UNITED NEIGHBORHOOD HEALTH SERVICES, INC DBA NBHD HLTH","0.0379506641","UNIVERSITY COMMUNITY HEALTH SERVICES, INC. D/B/A CONNECTUS HEALTH","0.027830487"
"37167","Smyrna","TN","6","RUTHERFORD COUNTY PRIMARY CARE INC.","59514","15415","2942","0.1908530652","0.0494337467","0.2598494134","0.0686458333","0.0186699692","0.0308339173","0.2466101695","582","0.0312717165","0.2523206751","0.1112984823","0.3340080972","-0.027980535","0.1732745962","12473","4227","8941","41997","56572","0.5044187627","1484","0.2239972808","659","0.2715839565","799","0.11029624","0.26169256","0.30056793","0.10915079","0.12262661","0.04859361","0.002436","0","0","0.792469","0.027","0.0982841998","5711","-0.168220216","0.0346014493","0.1652124529","9600","-0.028340081","-0.007136209","0.7365033473","42796","-0.048025804","-0.016455231","0.0077724155","0.0330318863","0.25","0.176","0.646","0.104277985","0.304271","0.0396016458","0.092901","0.07","0.141","0.07927200943231583","0.007644026489257812","0.11600000381469727","0.365","0.35700000762939454","0.18399999618530274","0.145","0.22399999618530272","0.13800000190734862","0.19600000381469726","0.387","0.58","0.507","0.5220938137","MATTHEW WALKER HEALTH CENTER","0.3198504419","UNITED NEIGHBORHOOD HEALTH SERVICES, INC DBA NBHD HLTH","0.0768184908","UNIVERSITY COMMUNITY HEALTH SERVICES, INC. D/B/A CONNECTUS HEALTH","0.0469068661","MERCY HEALTH SERVICES, INC.","0.0261726717"
"37135","Nolensville","TN","4","MERCY HEALTH SERVICES, INC.","14256","1657","226","0.1363910682","0.0158529742","0.0980091884","0.0585533869","0.0087387813","0.0319634703","-0.156716418","-42","-0.189873418","-0.157894737","-0.15","-0.49","0.3875","0.2065217391","1431","589","820","12591","14030","0.2831858407","64","0.2256637168","51","0.4911504425","111","0.01437025","0.11672302","0.20489618","0.04363075","0.09624018","0.03444164","0.001052","0","0.003","0.83136925","0.029","0.0459018698","653","0.1396160558","-0.053623188","0.0612259244","871","0.1039290241","0.2696793003","0.8928722058","12702","0.0671259346","0.144840018","0.1515347334","0.2593639576","0.305","0.227","0.614","0.0810185185","0.281168","0.0127345845","0.031782","0.082","0.074","0.061752159148454666","0.006226616821289063","0.07400000095367432","0.27799999237060546","0.2670000076293945","0.12300000190734864","0.12100000381469726","0.18799999237060547","0.17200000762939452","0.17399999618530274","0.44","0.47","0.321","0.7079646018","MATTHEW WALKER HEALTH CENTER","0.1548672566","RUTHERFORD COUNTY PRIMARY CARE INC.","0.0840707965","UNITED NEIGHBORHOOD HEALTH SERVICES, INC DBA NBHD HLTH","0.0530973451","null","0"
"37058","Dover","TN","2","TENNESSEE STATE DEPATMENT OF HEALTH","7780","2353","610","0.2592435189","0.0784061697","0.5528301887","0.1651785714","0.0241448692","-0.174560217","-0.284037559","-242","-0.098461538","-0.308962264","-0.309701493","-0.348591549","-0.095890411","-0.083333333","1743","237","935","5335","7170","0.4803278689","293","0.3032786885","185","0.2163934426","132","0.12735166","0.30956453","0.0651671","0.01426735","0.00514139","0.00822622","0.002057","0","0","0.94151671","0.036","0.0744695799","530","0","-0.110738255","0.1573696782","1120","0.0026857654","-0.149582384","0.7681607419","5467","-0.009601449","0.0235910878","0.0028357824","-0.020767778","0.241","0.183","0.559","0.1998714653","0.535691","0","0.108291","0.151","0.266","0.0774034783244133","0.0082389404296875","0.085","0.26899999618530274","0.225","0.33599998474121096","0.09","0.135","0.09199999809265137","0.14699999809265138","0.492","0.527","0.356","0.9540983607","MATTHEW WALKER HEALTH CENTER","0.0459016393","null","0","null","0","null","0"
"38222","Buchanan","TN","0","null","2589","1281","0","null","null","null","null","null","null","null","0","null","null","null","null","null","null","1281","230","411","1848","2589","0","0","0","0","0","0","0.27695313","0.50039063","0.00733874","0.00270375","0.00038625","0","0","0","0","0.99304751","0.004","0.092406589","230","-0.098039216","0.0599078341","0.1651265569","411","-0.086666667","-0.215648855","0.7424668542","1848","-0.083333333","-0.024287223","-0.194962687","-0.140152773","0.234","0.132","0.524","0.2421784473","0.567202","0","0.119377","0.114","0.247","0.08508490771055222","0.009553068237304688","0.16100000381469726","0.465","0.36","0.3139999961853027","0.12899999618530272","0.16200000762939454","0.11","0.24600000381469728","1","1","0","0","null","0","null","0","null","0","null","0"
"37055","Dickson","TN","5","PERRY COUNTY MEDICAL CENTER, INC.","27772","9796","462","0.047162107","0.0166354602","0.0899153738","0.0245783133","0.0049897828","-0.27014218","-0.444711538","-370","-0.341085271","-0.29558011","-0.028571429","-0.581967213","-0.255319149","-0.53539823","9334","2581","4048","20938","27310","0.5519480519","255","0.2207792208","102","0.2272727273","105","0.1579633","0.35450367","0.14997119","0.05401123","0.0581521","0.00921792","0.00767","0","0","0.8980988","0.022","0.1011809198","2836","-0.131925314","0.2438596491","0.1480609369","4150","-0.119643615","-0.147843943","0.7507581434","21043","0.0557924841","0.0162754757","0.028173707","0.0080946677","0.234","0.167","0.609","0.1573887369","0.421009","0.0006823942","0.14919","0.064","0.209","0.06754549592733383","0.009161946411132812","0.12100000381469726","0.36700000762939455","0.2979999923706055","0.3240000152587891","0.14699999809265138","0.215","0.135","0.20399999618530273","0.382","0.527","0.471","0.5714285714","UNIVERSITY COMMUNITY HEALTH SERVICES, INC. D/B/A CONNECTUS HEALTH","0.2272727273","MERCY HEALTH SERVICES, INC.","0.0865800866","MATTHEW WALKER HEALTH CENTER","0.0670995671","UNITED NEIGHBORHOOD HEALTH SERVICES, INC DBA NBHD HLTH","0.0476190476"
"37082","Kingston Springs","TN","3","MATTHEW WALKER HEALTH CENTER","6073","1512","67","0.0443121693","0.0110324387","0.0444444444","0.0265957447","0.0040983607","0.9705882353","1.5769230769","41","1.1666666667","4.2","0.4285714286","0.4285714286","1.625","2","1445","559","732","5103","6006","0.3880597015","26","0.2985074627","20","0.3134328358","21","0.09055973","0.25263158","0.04380043","0.00872715","0.01333772","0","0","0","0","0.96179812","0.023","0.0905432596","585","-0.198630137","0.14481409","0.1163906516","752","-0.148357871","-0.223140496","0.7930660888","5124","0.0064820271","-0.028072838","-0.062663991","-0.067986495","0.218","0.176","0.655","0.1276140293","0.335097","0","0.029525","0.08","0.148","0.0879310742020607","0.0104916943359375","0.11199999809265136","0.36400001525878906","0.3370000076293945","0.245","0.14100000381469727","0.20799999237060546","0.14399999618530274","0.23","0.222","0.553","0.576","0.4925373134","MERCY HEALTH SERVICES, INC.","0.3432835821","UNITED NEIGHBORHOOD HEALTH SERVICES, INC DBA NBHD HLTH","0.1641791045","null","0","null","0"
"37029","Burns","TN","4","UNIVERSITY COMMUNITY HEALTH SERVICES, INC. D/B/A CONNECTUS HEALTH","7017","1374","160","0.1164483261","0.0228017671","0.1155172414","0.0190995907","0.0143219724","0.0526315789","-0.012345679","-2","0.5581395349","-0.263736264","0","-0.125","-0.168421053","0.4363636364","1214","513","719","5437","6857","0.41875","67","0.0875","14","0.49375","79","0.0508281","0.19617362","0.05044891","0.02736212","0.00826564","0.00114009","0","0","0","0.9742055","0.014","0.084931908","580","-0.025210084","0.6022099448","0.1073363596","733","0.0223152022","0.0013661202","0.8077317323","5516","0.0464807437","0.0729430072","0.0129926375","0.1339689722","0.213","0.172","0.599","0.1876870457","0.39412","0","0.092912","0.098","0.168","0.0714893713593483","0.009399768676757812","0.09899999618530274","0.34599998474121096","0.30200000762939455","0.32599998474121095","0.12899999618530272","0.19100000381469726","0.15","0.2","0.291","0.615","0.495","0.7","PERRY COUNTY MEDICAL CENTER, INC.","0.1125","MERCY HEALTH SERVICES, INC.","0.1125","UNITED NEIGHBORHOOD HEALTH SERVICES, INC DBA NBHD HLTH","0.075","null","0"
"37036","Charlotte","TN","3","UNIVERSITY COMMUNITY HEALTH SERVICES, INC. D/B/A CONNECTUS HEALTH","6245","2813","172","0.0611446854","0.0275420336","0.1728594507","0.0064995357","0.0135482364","-0.08994709","-0.196261682","-42","0.2738095238","-0.286666667","-0.3","-0.222222222","-0.389473684","0.0545454545","2641","512","1070","4223","6073","0.6220930233","107","0.0406976744","7","0.3372093023","58","0.19598244","0.47484808","0.09367494","0.01088871","0.05716573","0","0","0","0","0.91721377","0.026","0.1035636607","619","-0.158967391","0.1926782274","0.1801907311","1077","-0.084961767","0.0266920877","0.7162456082","4281","0.0675810474","0.0421129503","0.0666097353","0.1163746872","0.246","0.172","0.598","0.1554843875","0.568159","0","0.245976","0.069","0.289","0.07016490399837494","0.009842128295898438","0.10300000190734863","0.35700000762939454","0.3039999961853027","0.3240000152587891","0.13399999618530273","0.21600000381469728","0.15399999618530275","0.215","0.594","0.733","0.297","0.8139534884","MATTHEW WALKER HEALTH CENTER","0.1104651163","PERRY COUNTY MEDICAL CENTER, INC.","0.0755813953","null","0","null","0"
"37181","Vanleer","TN","1","UNIVERSITY COMMUNITY HEALTH SERVICES, INC. D/B/A CONNECTUS HEALTH","1707","602","41","0.0681063123","0.0240187463","0.2083333333","0","0.0098039216","9999","9999","41","9999","9999","null","null","9999","9999","561","114","227","1111","1666","0.7317073171","30","0","0","0.2682926829","11","0.09192693","0.35474367","0.06561219","0.01933216","0.03222027","0","0","0","0.009","0.95137668","0.005","0.0964501005","144","-0.147928994","0.2857142857","0.1520428667","227","-0.008733624","-0.021551724","0.7515070328","1122","0","-0.044293015","-0.130412634","-0.009286129","0.286","0.2","0.539","0.1745752783","0.480571","0.0086805556","0.149212","0.103","0.15","0.0709850862622261","0.0095044189453125","0.09800000190734863","0.34400001525878904","0.3029999923706055","0.3039999961853027","0.12600000381469725","0.18700000762939453","0.14800000190734863","0.205","0.254","0.459","0.485","1","null","0","null","0","null","0","null","0"
"37051","Cumberland Furnace","TN","1","MATTHEW WALKER HEALTH CENTER","3499","1170","13","0.0111111111","0.0037153472","0.0242424242","0.003502627","0.0011025358","-0.734693878","-0.816901408","-58","-0.466666667","-0.857142857","9999","-0.333333333","-0.911764706","-0.75","1157","322","569","2718","3486","0.6153846154","8","0.1538461538","2","0.2307692308","3","0.12517862","0.33438125","0.06773364","0.02372106","0.0282938","0.00400114","0","0","0","0.95598742","0.012","0.091109884","330","-0.090909091","0.1827956989","0.1576477084","571","0.0269784173","0.0269784173","0.7512424075","2721","-0.010185522","-0.02262931","0.0756225023","0.1175343341","0.186","0.165","0.678","0.1357530723","0.430217","0","0.099808","0.118","0.166","0.06815508753061295","0.009357801513671875","0.11899999618530273","0.385","0.32599998474121095","0.29100000381469726","0.135","0.19200000762939454","0.13600000381469726","0.23","0.461","0.734","0.456","1","null","0","null","0","null","0","null","0"
"37061","Erin","TN","2","TENNESSEE STATE DEPATMENT OF HEALTH","4942","1842","71","0.0385450597","0.0143666532","0.0753564155","0.0114107884","0.0064353665","-0.077922078","-0.303921569","-31","-0.119047619","-0.471428571","-0.266666667","-0.352941176","0.15","0.5333333333","1771","454","953","3551","4871","0.5211267606","37","0.1549295775","11","0.323943662","23","0.15150215","0.39527897","0.10299474","0","0.08721166","0","0.000809","0","0","0.89700526","0.015","0.0976337244","491","0.016563147","0.2753246753","0.1916882084","964","0.146254459","-0.12760181","0.7106780672","3574","0.0533451223","0.0963190184","0.0637107189","0.0200206398","0.221","0.184","0.597","0.1819101578","0.494975","0","0.20552","0.098","0.204","0.07665152847766876","0.00984297119140625","0.12899999618530272","0.40299999237060546","0.33799999237060546","0.16","0.14","0.19600000381469726","0.12600000381469725","0.23200000762939454","0.607","0.82","0.308","0.7605633803","MATTHEW WALKER HEALTH CENTER","0.2394366197","null","0","null","0","null","0"
"37185","Waverly","TN","2","PERRY COUNTY MEDICAL CENTER, INC.","8275","3070","52","0.0169381107","0.0062839879","0.0410783055","0.0030257186","0.0027036161","0.1304347826","1.4761904762","31","0.1428571429","2.2","-0.5","0.3333333333","0.6","1","3018","747","1318","5902","8223","0.6153846154","32","0.0769230769","4","0.3076923077","16","0.14762742","0.3853879","0.08882175","0.02682779","0.03613293","0.01462236","0.008459","0","0","0.91577039","0.024","0.0971442823","779","-0.056900726","0.1984615385","0.1648584612","1322","-0.080667594","-0.237160992","0.7379972565","5918","0.0609537469","0.1051353875","-0.018153773","-0.020362259","0.17","0.143","0.603","0.2268277946","0.538896","0.0033112583","0.153747","0.122","0.309","0.07515382021665573","0.010165279541015626","0.12800000190734864","0.40099998474121096","0.3609999847412109","0.47400001525878904","0.14399999618530274","0.20100000381469726","0.12800000190734864","0.22100000381469725","0.464","0.7","0.359","0.7115384615","UNIVERSITY COMMUNITY HEALTH SERVICES, INC. D/B/A CONNECTUS HEALTH","0.2884615385","null","0","null","0","null","0"
"37134","New Johnsonville","TN","0","null","3063","907","0","null","null","null","null","null","null","null","0","null","null","null","null","null","null","907","268","520","2172","3063","0","0","0","0","0","0","0.13394683","0.30913429","0.13777342","0.01044727","0.04276853","0.00261182","0.023506","0","0","0.87267385","0.058","0.0905405405","268","-0.109634551","0.3073170732","0.1756756757","520","0.0699588477","-0.024390244","0.7337837838","2172","-0.056472632","-0.002754821","0.0045916694","0.034098582","0.259","0.197","0.586","0.1554031995","0.477107","0","0.126782","0.068","0.169","0.07744055986404419","0.010077669067382812","0.12800000190734864","0.40200000762939453","0.3509999847412109","0.475","0.14","0.2","0.13","0.22","0.443","0.689","0.443","0","null","0","null","0","null","0","null","0"
"38341","Holladay","TN","2","PERRY COUNTY MEDICAL CENTER, INC.","2375","1146","33","0.0287958115","0.0138947368","0.0489795918","0.0223577236","0.0063694268","0.8333333333","0.2692307692","7","0.2","0.0909090909","2.6666666667","0.5714285714","1","0.25","1113","233","481","1560","2342","0.3636363636","12","0.3333333333","11","0.303030303","10","0.20757895","0.48252632","0.09684211","0.02147368","0.05178947","0","0","0","0","0.912","0.031","0.1061985262","245","-0.061302682","0.1611374408","0.2132639792","492","-0.040935673","-0.110307414","0.6805374946","1570","-0.051932367","-0.009463722","-0.054914445","-0.013294558","0.196","0.141","0.629","0.1751578947","0.559752","0","0.156407","0.149","0.29","0.08434214442968369","0.010011248168945313","0.16200000762939454","0.46","0.3770000076293945","0.24600000381469728","0.15199999809265136","0.2","0.11100000381469727","0.2720000076293945","0.496","0.576","0.488","0.6060606061","HARDIN COUNTY REGIONAL HEALTH CENTER","0.3939393939","null","0","null","0","null","0"
"38318","Buena Vista","TN","0","null","463","144","0","null","null","null","null","null","null","null","0","null","null","null","null","null","null","144","43","89","290","463","0","0","0","0","0","0","0.13606911","0.31101512","0.29589633","0","0.29589633","0","0","0","0","0.70410367","0","0.1018957346","43","-0.022727273","0.075","0.2109004739","89","0.0348837209","-0.219298246","0.6872037915","290","-0.010238908","0.0357142857","0.5965517241","0.2412868633","0.298","0.283","0.516","0.1857451404","0.50152","0","0.183946","0.049","0.372","0.06742476671934128","0.010481954345703126","0.20100000381469726","0.49400001525878906","0.3390000152587891","0.4859999847412109","0.135","0.18100000381469727","0.09600000381469727","0.23100000381469726","0.543","0.606","0.372","0","null","0","null","0","null","0","null","0"
"38242","Como","TN","0","null","20296","9133","0","null","null","null","null","null","null","null","0","null","null","null","null","null","null","9133","2020","4207","13696","20296","0","0","0","0","0","0","0.20609762","0.46100651","0.16530351","0.02596571","0.11662397","0.0040402","0.003498","0","0","0.85598147","0.017","0.1013903529","2020","0.0125313283","0.2400245549","0.2111629775","4207","0.0351870079","-0.119690312","0.6874466697","13696","0.0204902764","0.0470147542","0.0010357583","-0.004951709","0.216","0.167","0.578","0.2053113914","0.498943","0.000476758","0.138308","0.097","0.266","0.07730480283498764","0.009692368774414062","0.155","0.435","0.3770000076293945","0.3160000038146973","0.16700000762939454","0.22399999618530272","0.11699999809265137","0.2620000076293945","0.355","0.464","0.563","0","null","0","null","0","null","0","null","0"
"38251","Puryear","TN","1","ARCARE","2828","1164","12","0.0103092784","0.0042432815","0.0034129693","0","0.0052631579","9999","9999","12","9999","9999","null","null","9999","9999","1152","292","526","2079","2816","0.0833333333","1","0","0","0.9166666667","11","0.18338727","0.41855448","0.06718529","0.01838755","0.03429986","0.00424328","0.001061","0","0","0.93811881","0.009","0.1007218976","293","-0.003401361","0.2521367521","0.1808181506","526","-0.013133208","-0.115966387","0.7184599519","2090","0.03311913","0.1496149615","0.0716180371","0.1538147695","0.197","0.162","0.563","0.2397454031","0.515152","0","0.156387","0.092","0.327","0.08273372054100037","0.009450791625976562","0.13100000381469726","0.40799999237060547","0.3390000152587891","0.3160000038146973","0.13699999809265137","0.20700000762939452","0.13","0.24700000762939453","0.595","0.81","0.398","1","null","0","null","0","null","0","null","0"
"38241","Palmersville","TN","0","null","1006","490","0","null","null","null","null","null","null","null","0","null","null","null","null","null","null","490","95","185","642","1006","0","0","0","0","0","0","0.09045726","0.48707753","0.01093439","0.00795229","0","0","0.002982","0","0","0.98906561","0.008","0.1030368764","95","0.043956044","0.2337662338","0.2006507592","185","0.1212121212","-0.139534884","0.6963123644","642","-0.00619195","0.0753768844","0.0080160321","0.1165371809","0.244","0.203","0.568","0.1888667992","0.492248","0","0.192593","0.081","0.218","0.06307385861873627","0.008862067260742188","0.15699999809265136","0.455","0.3920000076293945","0.37099998474121093","0.15199999809265136","0.19899999618530273","0.11600000381469727","0.2670000076293945","0.542","0.542","0.393","0","null","0","null","0","null","0","null","0"
"38225","Dresden","TN","0","null","5606","2323","0","null","null","null","null","null","null","null","0","null","null","null","null","null","null","2323","517","1103","3602","5606","0","0","0","0","0","0","0.12429485","0.43681835","0.07830895","0.02372458","0.0479843","0","0.002854","0","0","0.92829112","0","0.0990042129","517","0.007797271","0.2164705882","0.2112217541","1103","0.1561844864","-0.173782772","0.6897740329","3602","-0.007986781","0.018089316","0.01063638","-0.078112153","0.219","0.174","0.568","0.2133428469","0.501431","0","0.178062","0.074","0.284","0.060496676713228226","0.008788253173828125","0.17399999618530274","0.46299999237060546","0.37400001525878906","0.3729999923706055","0.14699999809265138","0.19600000381469726","0.11","0.22899999618530273","0.312","0.322","0.233","0","null","0","null","0","null","0","null","0"
"38229","Gleason","TN","0","null","2977","1192","0","null","null","null","null","null","null","null","0","null","null","null","null","null","null","1192","304","654","1988","2977","0","0","0","0","0","0","0.14059339","0.40188806","0.06281491","0.01881088","0.02183406","0.00134363","0.005039","0","0","0.94356735","0.027","0.1031907671","304","0.0305084746","0.2827004219","0.2219959267","654","0.0756578947","-0.019490255","0.6748133062","1988","0.0359562272","0.0857454943","0.0405452639","0.0647353362","0.217","0.161","0.607","0.1760161236","0.465805","0.0062695925","0.147838","0.085","0.224","0.061434950679540634","0.008731117553710938","0.155","0.44299999237060544","0.35700000762939454","0.3729999923706055","0.13699999809265137","0.19899999618530273","0.11899999618530273","0.23","0.554","0.667","0.319","0","null","0","null","0","null","0","null","0"
"38201","Mc Kenzie","TN","0","null","10947","4670","0","null","null","null","null","null","null","null","0","null","null","null","null","null","null","4670","1057","2100","7507","10947","0","0","0","0","0","0","0.20605827","0.45051129","0.09957066","0.01068786","0.06988216","0.00621175","0.001005","0","0","0.90883347","0.013","0.0991185296","1057","0","0.2937576499","0.1969242311","2100","0.0140028972","-0.083369708","0.7039572393","7507","0.0255464481","0.1086988628","-0.005270332","0.0033913841","0.236","0.159","0.564","0.1991413173","0.516962","0.0086377098","0.169067","0.089","0.257","0.06588280946016312","0.0103402001953125","0.13","0.38299999237060545","0.32599998474121095","0.46299999237060546","0.165","0.24100000381469727","0.11899999618530273","0.2539999961853027","0.631","0.831","0.327","0","null","0","null","0","null","0","null","0"
"38231","Henry","TN","0","null","1646","662","0","null","null","null","null","null","null","null","0","null","null","null","null","null","null","662","164","357","1131","1646","0","0","0","0","0","0","0.18076689","0.40292149","0.15613609","0.08019441","0.05710814","0.0109356","0","0","0","0.88031592","0.009","0.0992736077","164","-0.052023121","0.2424242424","0.2161016949","357","-0.032520325","-0.058047493","0.6846246973","1131","0.0452865065","0.1401209677","0.0585209003","0.0585209003","0.174","0.13","0.609","0.2168894289","0.487161","0","0.156402","0.088","0.255","0.07972951233386993","0.009110776977539063","0.14300000190734863","0.3990000152587891","0.36900001525878906","0.3170000076293945","0.18","0.24299999237060546","0.13","0.28899999618530275","0.176","0.297","0.399","0","null","0","null","0","null","0","null","0"
"38224","Cottage Grove","TN","0","null","858","331","0","null","null","null","null","null","null","null","0","null","null","null","null","null","null","331","94","167","645","858","0","0","0","0","0","0","0.26107226","0.38578089","0.03613054","0.01515152","0.02097902","0","0","0","0","0.97902098","0","0.1037527594","94","0.0930232558","0.4461538462","0.1843267108","167","0.1928571429","-0.181372549","0.7119205298","645","-0.043026706","-0.013761468","-0.022779043","-0.176583493","0.163","0.103","0.614","0.2226107226","0.515994","0","0.132988","0.043","0.365","0.08161256462335587","0.009354570922851562","0.20299999237060548","0.4809999847412109","0.34799999237060547","0.32099998474121094","0.12899999618530272","0.19299999237060547","0.10800000190734864","0.22100000381469725","0.31","0.415","0.455","0","null","0","null","0","null","0","null","0"
"38256","Springville","TN","0","null","3131","963","0","null","null","null","null","null","null","null","0","null","null","null","null","null","null","963","254","470","2206","3131","0","0","0","0","0","0","0.10954966","0.30756947","0.04694986","0.02523156","0.01022038","0.0047908","0.003194","0","0","0.95911849","0.023","0.0866894198","254","-0.083032491","0.1043478261","0.1604095563","470","-0.08203125","-0.188255613","0.7529010239","2206","-0.023029229","0.0161216029","0.172659176","0.1456275156","0.135","0.092","0.499","0.3660172469","0.637395","0","0.148515","0.236","0.244","0.08352188766002655","0.009565890502929688","0.16","0.46099998474121096","0.3390000152587891","0.3120000076293945","0.125","0.18100000381469727","0.11300000190734863","0.23200000762939454","0.408","0.556","0.43","0","null","0","null","0","null","0","null","0"
"38221","Big Sandy","TN","0","null","3325","1313","0","null","null","null","null","null","null","null","0","null","null","null","null","null","null","1313","297","525","2551","3325","0","0","0","0","0","0","0.15819549","0.39488722","0.04270677","0.02736842","0.00150376","0.00150376","0.009624","0","0","0.98466165","0.003","0.0880521791","297","-0.102719033","0.064516129","0.1556477913","525","-0.050632911","-0.252136752","0.7563000296","2551","0.0646911519","0.1712580349","-0.000300661","0.0287747525","0.167","0.127","0.555","0.2778947368","0.581518","0","0.173077","0.103","0.33","0.08608273416757584","0.010463697509765625","0.15100000381469728","0.4490000152587891","0.36","0.20700000762939452","0.13699999809265137","0.18","0.11300000190734863","0.24799999237060547","0.39","0.502","0.514","0","null","0","null","0","null","0","null","0"
